date,store_id,product_id,sales_amount,units_sold
2023-09-03,S003,P103,14447.95,111
2023-09-03,S004,P101,11313.18,87
2023-09-03,S005,P104,13970.80,113
2023-09-04,S001,P101,16256.42,131
2023-09-04,S002,P102,9348.58,76
2023-09-04,S003,P103,12923.88,103
2023-09-04,S004,P101,11018.75,86
2023-09-04,S005,P104,13273.22,106
2023-09-05,S001,P101,16300.35,132
2023-09-05,S002,P102,9433.16,76
2023-09-05,S003,P103,13145.89,108
2023-09-05,S004,P101,10480.34,82
2023-09-05,S005,P104,12854.40,102
2023-09-06,S001,P101,15546.62,123
2023-09-06,S002,P102,10311.46,82
2023-09-06,S003,P103,12666.59,103
2023-09-06,S004,P101,9822.49,73
2023-09-06,S005,P104,12644.15,101
2023-09-07,S001,P101,16350.65,127
2023-09-07,S002,P102,9773.83,74
2023-09-07,S003,P103,13157.69,100
2023-09-07,S004,P101,10474.17,84
2023-09-07,S005,P104,11799.52,92
2023-09-08,S001,P101,17858.56,149
2023-09-08,S002,P102,9979.37,80
2023-09-08,S003,P103,13386.80,102
2023-09-08,S004,P101,11925.90,97
2023-09-08,S005,P104,13119.00,105
2023-09-09,S001,P101,17737.97,142
2023-09-09,S002,P102,11302.49,92
2023-09-09,S003,P103,12511.05,99
2023-09-09,S004,P101,10994.99,87
2023-09-09,S005,P104,13456.33,105
2023-09-10,S001,P101,16668.86,138
2023-09-10,S002,P102,10681.10,83
2023-09-10,S003,P103,14241.42,116
2023-09-10,S004,P101,11763.94,91
2023-09-10,S005,P104,13769.95,108
2023-09-11,S001,P101,16779.74,133
2023-09-11,S002,P102,8900.71,71
2023-09-11,S003,P103,12066.19,95
2023-09-11,S004,P101,10443.71,82
2023-09-11,S005,P104,11768.17,90
2023-09-12,S001,P101,15546.76,123
2023-09-12,S002,P102,10154.83,82
2023-09-12,S003,P103,12663.25,105
2023-09-12,S004,P101,9913.56,80
2023-09-12,S005,P104,12332.38,99
2023-09-13,S001,P101,16403.31,128
2023-09-13,S002,P102,9951.73,79
2023-09-13,S003,P103,14014.79,111
2023-09-13,S004,P101,10930.64,89
2023-09-13,S005,P104,11833.62,98
2023-09-14,S001,P101,15350.63,114
2023-09-14,S002,P102,9942.79,82
2023-09-14,S003,P103,12849.25,101
2023-09-14,S004,P101,11037.16,90
2023-09-14,S005,P104,12032.68,98
2023-09-15,S001,P101,16407.47,129
2023-09-15,S002,P102,9949.43,74
2023-09-15,S003,P103,13186.27,109
2023-09-15,S004,P101,10753.21,84
2023-09-15,S005,P104,12680.91,104
2023-09-16,S001,P101,17120.69,138
2023-09-16,S002,P102,10261.98,79
2023-09-16,S003,P103,13250.92,108
2023-09-16,S004,P101,11144.22,91
2023-09-16,S005,P104,11720.68,96
2023-09-17,S001,P101,16790.07,143
2023-09-17,S002,P102,10088.31,80
2023-09-17,S003,P103,14002.39,109
2023-09-17,S004,P101,11491.99,90
2023-09-17,S005,P104,13728.94,112
2023-09-18,S001,P101,16150.28,126
2023-09-18,S002,P102,9448.51,76
2023-09-18,S003,P103,11716.38,92
2023-09-18,S004,P101,10716.74,82
2023-09-18,S005,P104,12764.72,100
2023-09-19,S001,P101,16013.29,123
2023-09-19,S002,P102,9670.81,78
2023-09-19,S003,P103,13204.80,109
2023-09-19,S004,P101,10823.52,87
2023-09-19,S005,P104,11572.78,96
2023-09-20,S001,P101,15003.28,118
2023-09-20,S002,P102,9733.91,78
2023-09-20,S003,P103,13390.96,107
2023-09-20,S004,P101,9652.75,76
2023-09-20,S005,P104,12177.29,96
2023-09-21,S001,P101,16599.66,131
2023-09-21,S002,P102,8923.77,72
2023-09-21,S003,P103,12042.35,101
2023-09-21,S004,P101,10404.26,79
2023-09-21,S005,P104,12554.16,107
2023-09-22,S001,P101,15716.20,129
2023-09-22,S002,P102,10307.05,82
2023-09-22,S003,P103,13685.00,111
2023-09-22,S004,P101,10793.86,90
2023-09-22,S005,P104,12317.29,104
2023-09-23,S001,P101,17801.72,137
2023-09-23,S002,P102,10103.01,84
2023-09-23,S003,P103,13251.52,105
2023-09-23,S004,P101,10890.93,90
2023-09-23,S005,P104,12619.00,100
2023-09-24,S001,P101,17175.75,136
2023-09-24,S002,P102,9765.22,74
2023-09-24,S003,P103,12725.46,98
2023-09-24,S004,P101,10357.37,81
2023-09-24,S005,P104,12997.14,104
2023-09-25,S001,P101,15122.20,117
2023-09-25,S002,P102,8971.74,68
2023-09-25,S003,P103,11868.08,96
2023-09-25,S004,P101,9680.41,77
2023-09-25,S005,P104,11615.30,99
2023-09-26,S001,P101,14506.64,116
2023-09-26,S002,P102,9181.48,71
2023-09-26,S003,P103,12579.74,101
2023-09-26,S004,P101,9795.24,79
2023-09-26,S005,P104,12039.26,100
2023-09-27,S001,P101,15185.51,126
2023-09-27,S002,P102,9203.11,69
2023-09-27,S003,P103,12646.73,100
2023-09-27,S004,P101,9851.63,81
2023-09-27,S005,P104,11604.01,95
2023-09-28,S001,P101,15468.65,126
2023-09-28,S002,P102,9490.97,77
2023-09-28,S003,P103,11867.55,97
2023-09-28,S004,P101,10189.35,86
2023-09-28,S005,P104,12001.96,98
2023-09-29,S001,P101,16226.21,128
2023-09-29,S002,P102,9973.65,76
2023-09-29,S003,P103,12728.58,101
2023-09-29,S004,P101,10917.65,87
2023-09-29,S005,P104,13176.55,104
2023-09-30,S001,P101,17060.66,135
2023-09-30,S002,P102,9841.55,79
2023-09-30,S003,P103,12265.29,98
2023-09-30,S004,P101,10681.39,83
2023-09-30,S005,P104,11755.71,92
2023-10-01,S001,P101,15492.77,127
2023-10-01,S002,P102,9797.90,74
2023-10-01,S003,P103,12902.10,105
2023-10-01,S004,P101,10681.87,84
2023-10-01,S005,P104,12415.07,98
2023-10-02,S001,P101,14366.60,114
2023-10-02,S002,P102,8935.89,77
2023-10-02,S003,P103,12130.87,95
2023-10-02,S004,P101,10502.09,83
2023-10-02,S005,P104,11742.75,91
2023-10-03,S001,P101,16286.97,127
2023-10-03,S002,P102,9244.80,76
2023-10-03,S003,P103,12054.80,96
2023-10-03,S004,P101,10328.13,84
2023-10-03,S005,P104,11086.24,89
2023-10-04,S001,P101,14754.13,115
2023-10-04,S002,P102,8849.24,73
2023-10-04,S003,P103,12935.32,111
2023-10-04,S004,P101,10059.75,78
2023-10-04,S005,P104,11103.37,93
2023-10-05,S001,P101,14366.01,113
2023-10-05,S002,P102,8852.01,74
2023-10-05,S003,P103,11650.72,96
2023-10-05,S004,P101,10580.53,84
2023-10-05,S005,P104,11725.29,89
2023-10-06,S001,P101,16403.98,130
2023-10-06,S002,P102,8820.40,71
2023-10-06,S003,P103,13235.93,100
2023-10-06,S004,P101,10279.95,80
2023-10-06,S005,P104,12149.76,96
2023-10-07,S001,P101,15850.07,122
2023-10-07,S002,P102,9832.80,77
2023-10-07,S003,P103,12982.68,103
2023-10-07,S004,P101,10996.76,87
2023-10-07,S005,P104,12751.72,102
2023-10-08,S001,P101,16926.61,140
2023-10-08,S002,P102,9170.25,75
2023-10-08,S003,P103,13858.39,107
2023-10-08,S004,P101,10789.11,85
2023-10-08,S005,P104,12520.65,101
2023-10-09,S001,P101,14760.05,122
2023-10-09,S002,P102,8641.35,68
2023-10-09,S003,P103,12502.85,105
2023-10-09,S004,P101,9800.82,80
2023-10-09,S005,P104,11461.77,87
2023-10-10,S001,P101,14557.18,112
2023-10-10,S002,P102,8742.47,69
2023-10-10,S003,P103,11994.04,99
2023-10-10,S004,P101,10151.69,87
2023-10-10,S005,P104,11211.51,91
2023-10-11,S001,P101,15347.84,128
2023-10-11,S002,P102,8761.41,71
2023-10-11,S003,P103,12731.90,99
2023-10-11,S004,P101,9941.14,80
2023-10-11,S005,P104,11086.67,86
2023-10-12,S001,P101,16167.96,128
2023-10-12,S002,P102,9496.31,74
2023-10-12,S003,P103,11820.09,96
2023-10-12,S004,P101,9874.27,76
2023-10-12,S005,P104,10918.97,88
2023-10-13,S001,P101,15838.04,127
2023-10-13,S002,P102,8753.89,68
2023-10-13,S003,P103,12762.73,100
2023-10-13,S004,P101,10334.21,80
2023-10-13,S005,P104,12166.31,101
2023-10-14,S001,P101,15368.30,121
2023-10-14,S002,P102,9892.94,79
2023-10-14,S003,P103,12774.31,100
2023-10-14,S004,P101,10713.70,85
2023-10-14,S005,P104,11092.12,86
2023-10-15,S001,P101,15007.51,124
2023-10-15,S002,P102,9812.26,76
2023-10-15,S003,P103,13175.95,113
2023-10-15,S004,P101,10449.20,86
2023-10-15,S005,P104,12228.98,97
2023-10-16,S001,P101,14283.92,112
2023-10-16,S002,P102,8629.07,64
2023-10-16,S003,P103,12054.80,95
2023-10-16,S004,P101,10074.56,79
2023-10-16,S005,P104,12486.09,94
2023-10-17,S001,P101,14358.11,117
2023-10-17,S002,P102,9595.65,74
2023-10-17,S003,P103,12649.05,98
2023-10-17,S004,P101,10386.78,83
2023-10-17,S005,P104,12097.66,101
2023-10-18,S001,P101,14500.11,126
2023-10-18,S002,P102,8317.51,65
2023-10-18,S003,P103,12609.96,98
2023-10-18,S004,P101,9613.78,77
2023-10-18,S005,P104,11245.33,91
2023-10-19,S001,P101,14412.42,115
2023-10-19,S002,P102,8927.54,74
2023-10-19,S003,P103,11871.12,91
2023-10-19,S004,P101,9861.89,77
2023-10-19,S005,P104,11609.61,88
2023-10-20,S001,P101,16367.11,126
2023-10-20,S002,P102,9852.12,80
2023-10-20,S003,P103,12750.63,103
2023-10-20,S004,P101,10488.43,85
2023-10-20,S005,P104,11866.06,97
2023-10-21,S001,P101,16038.17,118
2023-10-21,S002,P102,9185.64,76
2023-10-21,S003,P103,13314.64,106
2023-10-21,S004,P101,10556.99,83
2023-10-21,S005,P104,12145.35,98
2023-10-22,S001,P101,15387.67,125
2023-10-22,S002,P102,9791.06,76
2023-10-22,S003,P103,12500.13,101
2023-10-22,S004,P101,10875.80,85
2023-10-22,S005,P104,11578.90,91
2023-10-23,S001,P101,14978.72,121
2023-10-23,S002,P102,8597.16,65
2023-10-23,S003,P103,11079.35,90
2023-10-23,S004,P101,9316.09,75
2023-10-23,S005,P104,10703.31,84
2023-10-24,S001,P101,14736.41,123
2023-10-24,S002,P102,8685.35,68
2023-10-24,S003,P103,10868.40,88
2023-10-24,S004,P101,10226.80,83
2023-10-24,S005,P104,11373.21,92
2023-10-25,S001,P101,13911.61,111
2023-10-25,S002,P102,8747.85,71
2023-10-25,S003,P103,11312.38,90
2023-10-25,S004,P101,9911.29,82
2023-10-25,S005,P104,11267.29,91
2023-10-26,S001,P101,14904.87,115
2023-10-26,S002,P102,8140.37,64
2023-10-26,S003,P103,12022.82,97
2023-10-26,S004,P101,9974.67,76
2023-10-26,S005,P104,10100.96,83
2023-10-27,S001,P101,15820.31,121
2023-10-27,S002,P102,9552.44,77
2023-10-27,S003,P103,13873.74,115
2023-10-27,S004,P101,10661.69,84
2023-10-27,S005,P104,11769.05,93
2023-10-28,S001,P101,14952.17,122
2023-10-28,S002,P102,9312.26,68
2023-10-28,S003,P103,12126.54,94
2023-10-28,S004,P101,10897.56,87
2023-10-28,S005,P104,12315.73,93
2023-10-29,S001,P101,15144.74,125
2023-10-29,S002,P102,8956.22,69
2023-10-29,S003,P103,12153.74,95
2023-10-29,S004,P101,10711.94,88
2023-10-29,S005,P104,10871.33,86
2023-10-30,S001,P101,14573.93,116
2023-10-30,S002,P102,8751.19,70
2023-10-30,S003,P103,11143.59,86
2023-10-30,S004,P101,8988.94,71
2023-10-30,S005,P104,10658.19,87
2023-10-31,S001,P101,14314.33,122
2023-10-31,S002,P102,8403.14,66
2023-10-31,S003,P103,11580.34,89
2023-10-31,S004,P101,9774.04,73
2023-10-31,S005,P104,10933.30,87
2023-11-01,S001,P101,14643.37,117
2023-11-01,S002,P102,7951.93,61
2023-11-01,S003,P103,12125.72,98
2023-11-01,S004,P101,9446.16,76
2023-11-01,S005,P104,10781.07,91
2023-11-02,S001,P101,15159.73,122
2023-11-02,S002,P102,8228.93,69
2023-11-02,S003,P103,11301.69,88
2023-11-02,S004,P101,9190.33,71
2023-11-02,S005,P104,10397.77,85
2023-11-03,S001,P101,16218.36,134
2023-11-03,S002,P102,9146.23,74
2023-11-03,S003,P103,13371.95,109
2023-11-03,S004,P101,11069.62,84
2023-11-03,S005,P104,11116.25,86
2023-11-04,S001,P101,14041.63,112
2023-11-04,S002,P102,9573.34,75
2023-11-04,S003,P103,12358.77,96
2023-11-04,S004,P101,10237.38,82
2023-11-04,S005,P104,10880.17,90
2023-11-05,S001,P101,14474.46,116
2023-11-05,S002,P102,8876.39,74
2023-11-05,S003,P103,12608.57,94
2023-11-05,S004,P101,9469.66,73
2023-11-05,S005,P104,11172.47,88
2023-11-06,S001,P101,14422.20,117
2023-11-06,S002,P102,7823.21,59
2023-11-06,S003,P103,11382.45,90
2023-11-06,S004,P101,9584.07,75
2023-11-06,S005,P104,10377.63,86
2023-11-07,S001,P101,13408.92,103
2023-11-07,S002,P102,8527.98,71
2023-11-07,S003,P103,11141.41,85
2023-11-07,S004,P101,8829.76,71
2023-11-07,S005,P104,9856.96,84
2023-11-08,S001,P101,15767.16,126
2023-11-08,S002,P102,8454.20,67
2023-11-08,S003,P103,11767.51,94
2023-11-08,S004,P101,9628.89,80
2023-11-08,S005,P104,10694.62,91
2023-11-09,S001,P101,13359.92,105
2023-11-09,S002,P102,7936.85,65
2023-11-09,S003,P103,10962.33,89
2023-11-09,S004,P101,9135.93,72
2023-11-09,S005,P104,11438.66,96
2023-11-10,S001,P101,14395.22,116
2023-11-10,S002,P102,9262.98,73
2023-11-10,S003,P103,11610.40,94
2023-11-10,S004,P101,10408.09,84
2023-11-10,S005,P104,11205.38,95
2023-11-11,S001,P101,14954.88,117
2023-11-11,S002,P102,9134.50,74
2023-11-11,S003,P103,11458.55,95
2023-11-11,S004,P101,9787.64,78
2023-11-11,S005,P104,11113.47,87
2023-11-12,S001,P101,16164.49,120
2023-11-12,S002,P102,8670.12,67
2023-11-12,S003,P103,12521.57,104
2023-11-12,S004,P101,10654.13,88
2023-11-12,S005,P104,10208.62,82
2023-11-13,S001,P101,13436.61,106
2023-11-13,S002,P102,8285.77,66
2023-11-13,S003,P103,11783.77,88
2023-11-13,S004,P101,9229.75,70
2023-11-13,S005,P104,9535.87,78
2023-11-14,S001,P101,14358.31,120
2023-11-14,S002,P102,8609.28,69
2023-11-14,S003,P103,10640.30,87
2023-11-14,S004,P101,9277.73,71
2023-11-14,S005,P104,9738.93,78
2023-11-15,S001,P101,14991.15,120
2023-11-15,S002,P102,8608.75,69
2023-11-15,S003,P103,10883.85,94
2023-11-15,S004,P101,10254.46,82
2023-11-15,S005,P104,9864.32,75
2023-11-16,S001,P101,14456.16,114
2023-11-16,S002,P102,8321.86,67
2023-11-16,S003,P103,11281.32,93
2023-11-16,S004,P101,9655.84,75
2023-11-16,S005,P104,9872.31,80
2023-11-17,S001,P101,14756.33,120
2023-11-17,S002,P102,9117.09,72
2023-11-17,S003,P103,11640.71,88
2023-11-17,S004,P101,9868.42,75
2023-11-17,S005,P104,11139.29,87
2023-11-18,S001,P101,14831.66,121
2023-11-18,S002,P102,8893.22,71
2023-11-18,S003,P103,12268.12,101
2023-11-18,S004,P101,9673.35,79
2023-11-18,S005,P104,10275.80,80
2023-11-19,S001,P101,15976.55,130
2023-11-19,S002,P102,9073.10,72
2023-11-19,S003,P103,12663.43,96
2023-11-19,S004,P101,10174.97,81
2023-11-19,S005,P104,12025.67,99
2023-11-20,S001,P101,14778.10,115
2023-11-20,S002,P102,8911.27,72
2023-11-20,S003,P103,10527.88,90
2023-11-20,S004,P101,8944.48,69
2023-11-20,S005,P104,10043.97,77
2023-11-21,S001,P101,14457.72,116
2023-11-21,S002,P102,8130.31,68
2023-11-21,S003,P103,10212.50,85
2023-11-21,S004,P101,9174.10,76
2023-11-21,S005,P104,11010.83,94
2023-11-22,S001,P101,14014.03,108
2023-11-22,S002,P102,8196.03,65
2023-11-22,S003,P103,10137.28,82
2023-11-22,S004,P101,9129.52,76
2023-11-22,S005,P104,10561.89,83
2023-11-23,S001,P101,14137.57,112
2023-11-23,S002,P102,7902.32,69
2023-11-23,S003,P103,10521.29,84
2023-11-23,S004,P101,9874.02,78
2023-11-23,S005,P104,9812.93,75
2023-11-24,S001,P101,16019.22,130
2023-11-24,S002,P102,8945.63,68
2023-11-24,S003,P103,12160.16,98
2023-11-24,S004,P101,10131.31,77
2023-11-24,S005,P104,10980.80,85
2023-11-25,S001,P101,15340.75,122
2023-11-25,S002,P102,8644.67,70
2023-11-25,S003,P103,11875.10,96
2023-11-25,S004,P101,10422.62,85
2023-11-25,S005,P104,10548.90,83
2023-11-26,S001,P101,15835.26,127
2023-11-26,S002,P102,9162.14,74
2023-11-26,S003,P103,11682.30,95
2023-11-26,S004,P101,10152.77,83
2023-11-26,S005,P104,11831.27,97
2023-11-27,S001,P101,15445.71,117
2023-11-27,S002,P102,7830.37,62
2023-11-27,S003,P103,10733.13,86
2023-11-27,S004,P101,9320.82,77
2023-11-27,S005,P104,10498.39,85
2023-11-28,S001,P101,13455.24,109
2023-11-28,S002,P102,8261.95,66
2023-11-28,S003,P103,10929.79,91
2023-11-28,S004,P101,9245.89,73
2023-11-28,S005,P104,10339.79,84
2023-11-29,S001,P101,14565.30,115
2023-11-29,S002,P102,7537.83,58
2023-11-29,S003,P103,10698.41,87
2023-11-29,S004,P101,9767.48,73
2023-11-29,S005,P104,10266.78,81
2023-11-30,S001,P101,13420.28,114
2023-11-30,S002,P102,8098.56,66
2023-11-30,S003,P103,12129.81,95
2023-11-30,S004,P101,9297.76,77
2023-11-30,S005,P104,9408.61,75
2023-12-01,S001,P101,16615.70,136
2023-12-01,S002,P102,9942.39,77
2023-12-01,S003,P103,13611.99,111
2023-12-01,S004,P101,10527.62,82
2023-12-01,S005,P104,12195.91,94
2023-12-02,S001,P101,17219.83,136
2023-12-02,S002,P102,9689.85,75
2023-12-02,S003,P103,12948.45,108
2023-12-02,S004,P101,11229.98,85
2023-12-02,S005,P104,11972.88,97
2023-12-03,S001,P101,16275.85,128
2023-12-03,S002,P102,9474.02,72
2023-12-03,S003,P103,13176.69,104
2023-12-03,S004,P101,11381.06,90
2023-12-03,S005,P104,11975.24,97
2023-12-04,S001,P101,16176.74,126
2023-12-04,S002,P102,8445.31,66
2023-12-04,S003,P103,11516.73,96
2023-12-04,S004,P101,9603.74,76
2023-12-04,S005,P104,12168.83,99
2023-12-05,S001,P101,15055.83,117
2023-12-05,S002,P102,8987.85,71
2023-12-05,S003,P103,12877.31,102
2023-12-05,S004,P101,9616.59,79
2023-12-05,S005,P104,11960.32,95
2023-12-06,S001,P101,15822.92,126
2023-12-06,S002,P102,8614.21,68
2023-12-06,S003,P103,11604.57,91
2023-12-06,S004,P101,9776.11,78
2023-12-06,S005,P104,11562.53,88
2023-12-07,S001,P101,14803.99,118
2023-12-07,S002,P102,9211.81,73
2023-12-07,S003,P103,11090.34,92
2023-12-07,S004,P101,10837.62,90
2023-12-07,S005,P104,11721.00,95
2023-12-08,S001,P101,16160.30,130
2023-12-08,S002,P102,9354.12,75
2023-12-08,S003,P103,12419.56,101
2023-12-08,S004,P101,10786.94,88
2023-12-08,S005,P104,12469.39,98
2023-12-09,S001,P101,17056.37,131
2023-12-09,S002,P102,9662.82,76
2023-12-09,S003,P103,13459.76,107
2023-12-09,S004,P101,11031.17,89
2023-12-09,S005,P104,11301.62,87
2023-12-10,S001,P101,16618.15,136
2023-12-10,S002,P102,9961.85,82
2023-12-10,S003,P103,12993.75,104
2023-12-10,S004,P101,10729.14,84
2023-12-10,S005,P104,11994.99,94
2023-12-11,S001,P101,15233.19,119
2023-12-11,S002,P102,9043.36,68
2023-12-11,S003,P103,12343.63,99
2023-12-11,S004,P101,10316.07,81
2023-12-11,S005,P104,11220.11,92
2023-12-12,S001,P101,15254.30,129
2023-12-12,S002,P102,8526.19,67
2023-12-12,S003,P103,11595.81,90
2023-12-12,S004,P101,9831.90,77
2023-12-12,S005,P104,11811.64,91
2023-12-13,S001,P101,15713.20,120
2023-12-13,S002,P102,8885.53,73
2023-12-13,S003,P103,12358.10,99
2023-12-13,S004,P101,10389.34,84
2023-12-13,S005,P104,11738.79,97
2023-12-14,S001,P101,14724.97,117
2023-12-14,S002,P102,9260.59,75
2023-12-14,S003,P103,12404.18,103
2023-12-14,S004,P101,9947.07,76
2023-12-14,S005,P104,12034.33,96
2023-12-15,S001,P101,16220.35,129
2023-12-15,S002,P102,9595.74,79
2023-12-15,S003,P103,13524.23,109
2023-12-15,S004,P101,11140.94,89
2023-12-15,S005,P104,12841.09,95
2023-12-16,S001,P101,15850.82,126
2023-12-16,S002,P102,9603.22,74
2023-12-16,S003,P103,13395.80,104
2023-12-16,S004,P101,11015.93,88
2023-12-16,S005,P104,12396.05,96
2023-12-17,S001,P101,16438.68,136
2023-12-17,S002,P102,9948.99,81
2023-12-17,S003,P103,13061.69,99
2023-12-17,S004,P101,10750.03,85
2023-12-17,S005,P104,12969.57,107
2023-12-18,S001,P101,15613.00,121
2023-12-18,S002,P102,9081.34,72
2023-12-18,S003,P103,12025.79,92
2023-12-18,S004,P101,10333.24,82
2023-12-18,S005,P104,11823.00,90
2023-12-19,S001,P101,14686.07,130
2023-12-19,S002,P102,8720.60,70
2023-12-19,S003,P103,12355.98,95
2023-12-19,S004,P101,10831.46,86
2023-12-19,S005,P104,11524.60,97
2023-12-20,S001,P101,14892.49,117
2023-12-20,S002,P102,8915.88,68
2023-12-20,S003,P103,12282.08,99
2023-12-20,S004,P101,10229.30,83
2023-12-20,S005,P104,11857.65,95
2023-12-21,S001,P101,15227.74,126
2023-12-21,S002,P102,8792.84,73
2023-12-21,S003,P103,12061.53,98
2023-12-21,S004,P101,10876.99,81
2023-12-21,S005,P104,11375.36,89
2023-12-22,S001,P101,17603.21,139
2023-12-22,S002,P102,10750.00,82
2023-12-22,S003,P103,13287.01,105
2023-12-22,S004,P101,11146.88,87
2023-12-22,S005,P104,12181.43,92
2023-12-23,S001,P101,16650.52,127
2023-12-23,S002,P102,9300.51,74
2023-12-23,S003,P103,13066.74,107
2023-12-23,S004,P101,10422.70,84
2023-12-23,S005,P104,12543.10,99
2023-12-24,S001,P101,16110.93,128
2023-12-24,S002,P102,10095.20,79
2023-12-24,S003,P103,13538.07,107
2023-12-24,S004,P101,11633.84,93
2023-12-24,S005,P104,12320.60,93
2023-12-25,S001,P101,14544.99,117
2023-12-25,S002,P102,8980.59,72
2023-12-25,S003,P103,11849.76,94
2023-12-25,S004,P101,9934.16,80
2023-12-25,S005,P104,11388.34,96
2023-12-26,S001,P101,14997.26,124
2023-12-26,S002,P102,8688.89,68
2023-12-26,S003,P103,11782.10,97
2023-12-26,S004,P101,10355.24,83
2023-12-26,S005,P104,11604.64,89
2023-12-27,S001,P101,16261.34,135
2023-12-27,S002,P102,9062.73,72
2023-12-27,S003,P103,12505.91,99
2023-12-27,S004,P101,10111.10,79
2023-12-27,S005,P104,11346.51,89
2023-12-28,S001,P101,15867.66,125
2023-12-28,S002,P102,8927.96,70
2023-12-28,S003,P103,11483.49,96
2023-12-28,S004,P101,10394.91,85
2023-12-28,S005,P104,11271.45,94
2023-12-29,S001,P101,16727.68,139
2023-12-29,S002,P102,9804.98,78
2023-12-29,S003,P103,12919.39,103
2023-12-29,S004,P101,11074.06,92
2023-12-29,S005,P104,13153.79,105
2023-12-30,S001,P101,17383.45,127
2023-12-30,S002,P102,9648.63,77
2023-12-30,S003,P103,13608.82,110
2023-12-30,S004,P101,10970.56,86
2023-12-30,S005,P104,12088.69,102
2023-12-31,S001,P101,17337.48,144
2023-12-31,S002,P102,9830.43,77
2023-12-31,S003,P103,13460.07,107
2023-12-31,S004,P101,10949.33,87
2023-12-31,S005,P104,12177.22,94
2024-01-01,S001,P101,13983.50,107
2024-01-01,S002,P102,8252.79,67
2024-01-01,S003,P103,10581.82,80
2024-01-01,S004,P101,9672.62,77
2024-01-01,S005,P104,10054.61,77
2024-01-02,S001,P101,12991.89,109
2024-01-02,S002,P102,7969.36,64
2024-01-02,S003,P103,10929.46,88
2024-01-02,S004,P101,9025.03,71
2024-01-02,S005,P104,9435.16,73
2024-01-03,S001,P101,13731.36,103
2024-01-03,S002,P102,7891.60,61
2024-01-03,S003,P103,10406.89,82
2024-01-03,S004,P101,9529.78,74
2024-01-03,S005,P104,10998.31,89
2024-01-04,S001,P101,14844.65,117
2024-01-04,S002,P102,8390.21,68
2024-01-04,S003,P103,10500.86,82
2024-01-04,S004,P101,10685.44,84
2024-01-04,S005,P104,10311.66,81
2024-01-05,S001,P101,15886.03,123
2024-01-05,S002,P102,8438.01,69
2024-01-05,S003,P103,12059.13,89
2024-01-05,S004,P101,10344.64,82
2024-01-05,S005,P104,11350.24,91
2024-01-06,S001,P101,15608.67,125
2024-01-06,S002,P102,8916.39,68
2024-01-06,S003,P103,11587.38,90
2024-01-06,S004,P101,9818.85,80
2024-01-06,S005,P104,11535.36,93
2024-01-07,S001,P101,15059.42,118
2024-01-07,S002,P102,8665.89,71
2024-01-07,S003,P103,12246.63,103
2024-01-07,S004,P101,9973.96,79
2024-01-07,S005,P104,10476.82,80
2024-01-08,S001,P101,14144.44,112
2024-01-08,S002,P102,7932.55,60
2024-01-08,S003,P103,11144.21,88
2024-01-08,S004,P101,9938.45,80
2024-01-08,S005,P104,9551.11,77
2024-01-09,S001,P101,13896.35,116
2024-01-09,S002,P102,8119.94,63
2024-01-09,S003,P103,10871.15,83
2024-01-09,S004,P101,10089.52,85
2024-01-09,S005,P104,9377.28,74
2024-01-10,S001,P101,14208.12,111
2024-01-10,S002,P102,8582.84,71
2024-01-10,S003,P103,10965.65,93
2024-01-10,S004,P101,9613.22,76
2024-01-10,S005,P104,10320.88,80
2024-01-11,S001,P101,15165.55,123
2024-01-11,S002,P102,8031.17,63
2024-01-11,S003,P103,10665.40,85
2024-01-11,S004,P101,9104.04,72
2024-01-11,S005,P104,9974.14,81
2024-01-12,S001,P101,16139.15,132
2024-01-12,S002,P102,8849.74,69
2024-01-12,S003,P103,11935.61,95
2024-01-12,S004,P101,10597.49,83
2024-01-12,S005,P104,10707.69,86
2024-01-13,S001,P101,16349.43,138
2024-01-13,S002,P102,9194.83,71
2024-01-13,S003,P103,12774.48,99
2024-01-13,S004,P101,10115.57,81
2024-01-13,S005,P104,10538.95,86
2024-01-14,S001,P101,15523.13,125
2024-01-14,S002,P102,8628.74,70
2024-01-14,S003,P103,12364.14,97
2024-01-14,S004,P101,10799.92,79
2024-01-14,S005,P104,11362.51,90
2024-01-15,S001,P101,13900.06,111
2024-01-15,S002,P102,8401.48,65
2024-01-15,S003,P103,11120.53,88
2024-01-15,S004,P101,9811.42,81
2024-01-15,S005,P104,10085.06,83
2024-01-16,S001,P101,13616.89,109
2024-01-16,S002,P102,7619.35,61
2024-01-16,S003,P103,11545.23,97
2024-01-16,S004,P101,9689.11,75
2024-01-16,S005,P104,10793.97,86
2024-01-17,S001,P101,14481.37,119
2024-01-17,S002,P102,8649.14,65
2024-01-17,S003,P103,11244.50,89
2024-01-17,S004,P101,9263.16,70
2024-01-17,S005,P104,10315.00,81
2024-01-18,S001,P101,14011.09,111
2024-01-18,S002,P102,8147.18,65
2024-01-18,S003,P103,11998.39,95
2024-01-18,S004,P101,10432.51,86
2024-01-18,S005,P104,10815.47,84
2024-01-19,S001,P101,15493.97,120
2024-01-19,S002,P102,9161.54,73
2024-01-19,S003,P103,12435.88,100
2024-01-19,S004,P101,10558.47,83
2024-01-19,S005,P104,10868.10,85
2024-01-20,S001,P101,16124.69,128
2024-01-20,S002,P102,9008.95,73
2024-01-20,S003,P103,12480.79,95
2024-01-20,S004,P101,10474.74,81
2024-01-20,S005,P104,11316.69,91
